name,date,lat,lon,target
US-AR1,2011-01-02,36.4267,-99.42,0.08281640000000001
US-AR1,2011-01-03,36.4267,-99.42,0.228723
US-AR1,2011-01-04,36.4267,-99.42,0.16491489999999998
US-AR1,2011-01-05,36.4267,-99.42,0.2232964
US-AR1,2011-01-06,36.4267,-99.42,0.1828609
US-AR1,2011-01-07,36.4267,-99.42,0.2922308
US-AR1,2011-01-08,36.4267,-99.42,0.476753
US-AR1,2011-01-09,36.4267,-99.42,NA
US-AR1,2011-01-10,36.4267,-99.42,0.3671432
US-AR1,2011-01-11,36.4267,-99.42,0.774769
US-AR1,2011-01-12,36.4267,-99.42,1.103283
US-AR1,2011-01-13,36.4267,-99.42,0.765674
US-AR1,2011-01-14,36.4267,-99.42,0.255811
US-AR1,2011-01-15,36.4267,-99.42,0.269252
US-AR1,2011-01-16,36.4267,-99.42,0.2241626
US-AR1,2011-01-17,36.4267,-99.42,0.020850500000000008
US-AR1,2011-01-18,36.4267,-99.42,0.052627400000000005
US-AR1,2011-01-19,36.4267,-99.42,1.0620956
US-AR1,2011-01-20,36.4267,-99.42,1.874471
US-AR1,2011-01-21,36.4267,-99.42,0.132986
US-AR1,2011-01-22,36.4267,-99.42,0.066232
US-AR1,2011-01-23,36.4267,-99.42,NA
US-AR1,2011-01-24,36.4267,-99.42,0.03043332
US-AR1,2011-01-25,36.4267,-99.42,0.315001
US-AR1,2011-01-26,36.4267,-99.42,0.20057439999999999
US-AR1,2011-01-27,36.4267,-99.42,0.4311802
US-AR1,2011-01-28,36.4267,-99.42,0.40538510000000005
US-AR1,2011-01-29,36.4267,-99.42,0.4625865
US-AR1,2011-01-30,36.4267,-99.42,0.2059361
US-AR1,2011-01-31,36.4267,-99.42,NA
US-AR1,2011-02-01,36.4267,-99.42,NA
US-AR1,2011-02-02,36.4267,-99.42,NA
US-AR1,2011-02-03,36.4267,-99.42,NA
US-AR1,2011-02-04,36.4267,-99.42,NA
US-AR1,2011-02-05,36.4267,-99.42,0.1606817
US-AR1,2011-02-06,36.4267,-99.42,0.005607899999999999
US-AR1,2011-02-07,36.4267,-99.42,0.0749586
US-AR1,2011-02-08,36.4267,-99.42,NA
US-AR1,2011-02-09,36.4267,-99.42,0.2252653
US-AR1,2011-02-10,36.4267,-99.42,0.18119600000000002
US-AR1,2011-02-11,36.4267,-99.42,0.0388621
US-AR1,2011-02-12,36.4267,-99.42,0.2514444
US-AR1,2011-02-13,36.4267,-99.42,0.19902419999999998
US-AR1,2011-02-14,36.4267,-99.42,0.0745069
US-AR1,2011-02-15,36.4267,-99.42,0.1144482
US-AR1,2011-02-16,36.4267,-99.42,0.01043707
US-AR1,2011-02-17,36.4267,-99.42,0.28032267
US-AR1,2011-02-18,36.4267,-99.42,0.05983514
US-AR1,2011-02-19,36.4267,-99.42,0.197491
US-AR1,2011-02-20,36.4267,-99.42,0.12432047
US-AR1,2011-02-21,36.4267,-99.42,NA
US-AR1,2011-02-22,36.4267,-99.42,0.2093159
US-AR1,2011-02-23,36.4267,-99.42,0.3375274
US-AR1,2011-02-24,36.4267,-99.42,0.2219901
US-AR1,2011-02-25,36.4267,-99.42,0.3880984
US-AR1,2011-02-26,36.4267,-99.42,0.338977
US-AR1,2011-02-27,36.4267,-99.42,0.06339449999999999
US-AR1,2011-02-28,36.4267,-99.42,0.237212
US-AR1,2011-03-01,36.4267,-99.42,NA
US-AR1,2011-03-02,36.4267,-99.42,0.0772792
US-AR1,2011-03-03,36.4267,-99.42,0.361265
US-AR1,2011-03-04,36.4267,-99.42,0.3058342
US-AR1,2011-03-05,36.4267,-99.42,0.344197
US-AR1,2011-03-06,36.4267,-99.42,0.0284562
US-AR1,2011-03-07,36.4267,-99.42,0.3119174
US-AR1,2011-03-08,36.4267,-99.42,0.5516167
US-AR1,2011-03-09,36.4267,-99.42,0.7439479999999999
US-AR1,2011-03-10,36.4267,-99.42,0.19447399999999998
US-AR1,2011-03-11,36.4267,-99.42,NA
US-AR1,2011-03-12,36.4267,-99.42,NA
US-AR1,2011-03-13,36.4267,-99.42,0.2623312
US-AR1,2011-03-14,36.4267,-99.42,0.617071
US-AR1,2011-03-15,36.4267,-99.42,0.41634319999999997
US-AR1,2011-03-16,36.4267,-99.42,0.014308000000000043
US-AR1,2011-03-17,36.4267,-99.42,0.25162640000000003
US-AR1,2011-03-18,36.4267,-99.42,NA
US-AR1,2011-03-19,36.4267,-99.42,NA
US-AR1,2011-03-20,36.4267,-99.42,NA
US-AR1,2011-03-21,36.4267,-99.42,NA
US-AR1,2011-03-22,36.4267,-99.42,0.4161612
US-AR1,2011-03-23,36.4267,-99.42,0.378788
US-AR1,2011-03-24,36.4267,-99.42,0.803623
US-AR1,2011-03-25,36.4267,-99.42,1.262764
US-AR1,2011-03-26,36.4267,-99.42,1.110263
US-AR1,2011-03-27,36.4267,-99.42,0.263015
US-AR1,2011-03-28,36.4267,-99.42,0.8148580000000001
